date,shelter_city,sector,total_occupancy,total_capacity
2018-08-02,North York,family,1249,1403
2018-08-02,Scarborough,women,918,1933
2018-08-02,Scarborough,men,1966,2059
2018-08-02,Scarborough,youth,2027,2347
2018-08-02,Scarborough,co-ed,593,2914
2018-08-02,Scarborough,family,2798,1401
2018-08-02,Etobicoke,women,2155,793
2018-08-02,Etobicoke,men,1608,1109
2018-08-02,Etobicoke,youth,1408,2587
2018-08-02,Etobicoke,co-ed,1320,1501
2018-08-02,Etobicoke,family,1339,2078
2018-08-03,Toronto,women,773,2005
2018-08-03,Toronto,men,1278,1434
2018-08-03,Toronto,youth,2630,2332
2018-08-03,Toronto,co-ed,1435,1964
2018-08-03,Toronto,family,1142,1823
2018-08-03,North York,women,1914,2265
2018-08-03,North York,men,1828,1466
2018-08-03,North York,youth,1420,2040
2018-08-03,North York,co-ed,1506,1999
2018-08-03,North York,family,1464,2347
2018-08-03,Scarborough,women,2031,2262
2018-08-03,Scarborough,men,1366,1814
2018-08-03,Scarborough,youth,1396,1423
2018-08-03,Scarborough,co-ed,2181,1542
2018-08-03,Scarborough,family,1047,2247
2018-08-03,Etobicoke,women,1073,1581
2018-08-03,Etobicoke,men,2191,1585
2018-08-03,Etobicoke,youth,1952,1797
2018-08-03,Etobicoke,co-ed,1803,2536
2018-08-03,Etobicoke,family,1805,1823
2018-08-04,Toronto,women,1996,2118
2018-08-04,Toronto,men,2225,1405
2018-08-04,Toronto,youth,1555,1633
2018-08-04,Toronto,co-ed,1616,1664
2018-08-04,Toronto,family,1256,1228
2018-08-04,North York,women,1993,1575
2018-08-04,North York,men,970,1616
2018-08-04,North York,youth,1797,925
2018-08-04,North York,co-ed,804,1142
2018-08-04,North York,family,1805,1904
2018-08-04,Scarborough,women,1439,1733
2018-08-04,Scarborough,men,898,2568
2018-08-04,Scarborough,youth,1586,2300
2018-08-04,Scarborough,co-ed,762,1437
2018-08-04,Scarborough,family,1407,2661
2018-08-04,Etobicoke,women,1912,2264
2018-08-04,Etobicoke,men,1211,2133
2018-08-04,Etobicoke,youth,1634,2287
2018-08-04,Etobicoke,co-ed,1565,1352
2018-08-04,Etobicoke,family,252,2597
2018-08-05,Toronto,women,969,1803
2018-08-05,Toronto,men,1734,2324
2018-08-05,Toronto,youth,2568,1851
2018-08-05,Toronto,co-ed,1404,1419
2018-08-05,Toronto,family,2675,1268
2018-08-05,North York,women,1580,2111
2018-08-05,North York,men,1856,1950
2018-08-05,North York,youth,1363,944
2018-08-05,North York,co-ed,2260,2586
2018-08-05,North York,family,2018,2145
2018-08-05,Scarborough,women,1791,1304
2018-08-05,Scarborough,men,865,2174
2018-08-05,Scarborough,youth,2374,2220
2018-08-05,Scarborough,co-ed,1647,1745
2018-08-05,Scarborough,family,1226,2045
2018-08-05,Etobicoke,women,1303,659
2018-08-05,Etobicoke,men,2233,1658
2018-08-05,Etobicoke,youth,1192,1251
2018-08-05,Etobicoke,co-ed,1114,1143
2018-08-05,Etobicoke,family,1165,1610
2018-08-06,Toronto,women,2179,2015
2018-08-06,Toronto,men,2054,2023
2018-08-06,Toronto,youth,1774,932
2018-08-06,Toronto,co-ed,1088,3132
2018-08-06,Toronto,family,548,1425
2018-08-06,North York,women,1572,2393
2018-08-06,North York,men,2045,3050
2018-08-06,North York,youth,1427,1874
2018-08-06,North York,co-ed,2613,2059
2018-08-06,North York,family,1960,1230
2018-08-06,Scarborough,women,1649,1717
2018-08-06,Scarborough,men,1200,1916
2018-08-06,Scarborough,youth,1182,2032
2018-08-06,Scarborough,co-ed,1851,2068
2018-08-06,Scarborough,family,1642,2077
2018-08-06,Etobicoke,women,1671,1451
2018-08-06,Etobicoke,men,516,2504
2018-08-06,Etobicoke,youth,1261,1471
2018-08-06,Etobicoke,co-ed,1792,848
2018-08-06,Etobicoke,family,1784,1195
2018-08-07,Toronto,women,1680,2182
2018-08-07,Toronto,men,1927,1019
2018-08-07,Toronto,youth,1300,1259
2018-08-07,Toronto,co-ed,1469,1120
2018-08-07,Toronto,family,1438,2025
2018-08-07,North York,women,2025,2148
2018-08-07,North York,men,1266,1835
2018-08-07,North York,youth,2222,1869
2018-08-07,North York,co-ed,586,2171
2018-08-07,North York,family,2504,2000
2018-08-07,Scarborough,women,1457,2059
2018-08-07,Scarborough,men,931,2342
2018-08-07,Scarborough,youth,1420,1367
2018-08-07,Scarborough,co-ed,1791,1322
2018-08-07,Scarborough,family,882,1854
2018-08-07,Etobicoke,women,2002,1495
2018-08-07,Etobicoke,men,1667,923
2018-08-07,Etobicoke,youth,1840,1121
2018-08-07,Etobicoke,co-ed,2693,1546
2018-08-07,Etobicoke,family,239,1975
2018-08-08,Toronto,women,1016,1821
2018-08-08,Toronto,men,1673,1556
2018-08-08,Toronto,youth,1793,1263
2018-08-08,Toronto,co-ed,1415,1638
2018-08-08,Toronto,family,1742,1931
2018-08-08,North York,women,582,2138
2018-08-08,North York,men,1763,1576
2018-08-08,North York,youth,1876,2033
2018-08-08,North York,co-ed,2200,2052
2018-08-08,North York,family,1661,1339
2018-08-08,Scarborough,women,850,1195
2018-08-08,Scarborough,men,2090,2653
2018-08-08,Scarborough,youth,1485,847
2018-08-08,Scarborough,co-ed,1693,1705
2018-08-08,Scarborough,family,1713,2137
2018-08-08,Etobicoke,women,1209,1457
2018-08-08,Etobicoke,men,2524,1552
2018-08-08,Etobicoke,youth,1718,2023
2018-08-08,Etobicoke,co-ed,1565,1829
2018-08-08,Etobicoke,family,1381,1013
2018-08-09,Toronto,women,1601,1401
2018-08-09,Toronto,men,1221,2422
2018-08-09,Toronto,youth,1037,1214
2018-08-09,Toronto,co-ed,1439,1850
2018-08-09,Toronto,family,1473,2288
2018-08-09,North York,women,1950,1259
2018-08-09,North York,men,955,1145
2018-08-09,North York,youth,2125,1561
2018-08-09,North York,co-ed,674,3003
2018-08-09,North York,family,1582,2089
2018-08-09,Scarborough,women,359,2229
2018-08-09,Scarborough,men,1434,1647
2018-08-09,Scarborough,youth,2003,1323
2018-08-09,Scarborough,co-ed,1984,2329
2018-08-09,Scarborough,family,608,2694
2018-08-09,Etobicoke,women,2341,1956
2018-08-09,Etobicoke,men,1424,1553
2018-08-09,Etobicoke,youth,1807,2076
2018-08-09,Etobicoke,co-ed,1354,2188
2018-08-09,Etobicoke,family,2120,2020
2018-08-10,Toronto,women,1849,1521
2018-08-10,Toronto,men,1596,1322
2018-08-10,Toronto,youth,1129,2176
2018-08-10,Toronto,co-ed,691,1830
2018-08-10,Toronto,family,1060,1613
2018-08-10,North York,women,1815,2293
2018-08-10,North York,men,1769,1869
2018-08-10,North York,youth,2046,2155
2018-08-10,North York,co-ed,2349,1899
2018-08-10,North York,family,1913,2390
2018-08-10,Scarborough,women,1714,2486
2018-08-10,Scarborough,men,1422,1591
2018-08-10,Scarborough,youth,1378,2146
2018-08-10,Scarborough,co-ed,1721,1805
2018-08-10,Scarborough,family,955,1760
2018-08-10,Etobicoke,women,2093,1590
2018-08-10,Etobicoke,men,1559,1451
2018-08-10,Etobicoke,youth,1056,1944
2018-08-10,Etobicoke,co-ed,1992,2312
2018-08-10,Etobicoke,family,2609,2612
2018-08-11,Toronto,women,1307,2280
2018-08-11,Toronto,men,1627,1628
2018-08-11,Toronto,youth,1885,1908
2018-08-11,Toronto,co-ed,2531,1483
2018-08-11,Toronto,family,1971,1525
2018-08-11,North York,women,1205,1381
2018-08-11,North York,men,1844,2019
2018-08-11,North York,youth,1794,2020
2018-08-11,North York,co-ed,1872,1156
2018-08-11,North York,family,1279,844
2018-08-11,Scarborough,women,1713,1555
2018-08-11,Scarborough,men,1775,2307
2018-08-11,Scarborough,youth,1527,2387
2018-08-11,Scarborough,co-ed,512,1864
2018-08-11,Scarborough,family,1832,1035
2018-08-11,Etobicoke,women,1142,2187
2018-08-11,Etobicoke,men,950,1032
2018-08-11,Etobicoke,youth,1534,2475
2018-08-11,Etobicoke,co-ed,2350,1043
2018-08-11,Etobicoke,family,1157,1549
2018-08-12,Toronto,women,1502,1447
2018-08-12,Toronto,men,1870,1294
2018-08-12,Toronto,youth,1717,739
2018-08-12,Toronto,co-ed,2140,2812
2018-08-12,Toronto,family,1717,1521
2018-08-12,North York,women,1429,2928
2018-08-12,North York,men,1702,992
2018-08-12,North York,youth,1512,2107
2018-08-12,North York,co-ed,2288,1509
2018-08-12,North York,family,597,1382
2018-08-12,Scarborough,women,540,2227
2018-08-12,Scarborough,men,1165,1925
2018-08-12,Scarborough,youth,1835,1345
2018-08-12,Scarborough,co-ed,1583,1248
2018-08-12,Scarborough,family,1404,1465
2018-08-12,Etobicoke,women,1680,2058
2018-08-12,Etobicoke,men,1457,1277
2018-08-12,Etobicoke,youth,1123,1997
2018-08-12,Etobicoke,co-ed,1870,2499
2018-08-12,Etobicoke,family,789,2307
2018-08-13,Toronto,women,1291,1130
2018-08-13,Toronto,men,1648,1460
2018-08-13,Toronto,youth,946,1505
2018-08-13,Toronto,co-ed,1247,3104
2018-08-13,Toronto,family,1167,1409
2018-08-13,North York,women,717,1464
2018-08-13,North York,men,695,587
2018-08-13,North York,youth,1580,2101
2018-08-13,North York,co-ed,1742,1630
2018-08-13,North York,family,1824,2001
2018-08-13,Scarborough,women,958,1738
2018-08-13,Scarborough,men,2033,1893
2018-08-13,Scarborough,youth,1813,1700
2018-08-13,Scarborough,co-ed,1785,2011
2018-08-13,Scarborough,family,1781,1698
2018-08-13,Etobicoke,women,1407,1531
2018-08-13,Etobicoke,men,1821,1568
2018-08-13,Etobicoke,youth,1340,2451
2018-08-13,Etobicoke,co-ed,689,1834
2018-08-13,Etobicoke,family,1462,1618
2018-08-14,Toronto,women,1845,1836
2018-08-14,Toronto,men,1738,1425
2018-08-14,Toronto,youth,1974,1217
2018-08-14,Toronto,co-ed,2171,2086
2018-08-14,Toronto,family,894,2283
2018-08-14,North York,women,1183,1958
2018-08-14,North York,men,2241,1421
2018-08-14,North York,youth,1450,1689
2018-08-14,North York,co-ed,1399,1612
2018-08-14,North York,family,2092,1904
2018-08-14,Scarborough,women,508,1841
2018-08-14,Scarborough,men,1103,1736
2018-08-14,Scarborough,youth,1691,1347
2018-08-14,Scarborough,co-ed,1217,1721
2018-08-14,Scarborough,family,683,2367
2018-08-14,Etobicoke,women,1409,2012
2018-08-14,Etobicoke,men,1967,1952
2018-08-14,Etobicoke,youth,1872,2367
2018-08-14,Etobicoke,co-ed,1979,2032
2018-08-14,Etobicoke,family,3141,2805
2018-08-15,Toronto,women,1428,1801
2018-08-15,Toronto,men,2036,2286
2018-08-15,Toronto,youth,1277,1969
2018-08-15,Toronto,co-ed,1365,2311
2018-08-15,Toronto,family,1483,2716
2018-08-15,North York,women,1141,1865
2018-08-15,North York,men,1422,1526
2018-08-15,North York,youth,1942,1745
2018-08-15,North York,co-ed,2313,1774
2018-08-15,North York,family,996,1521
2018-08-15,Scarborough,women,1507,1162
2018-08-15,Scarborough,men,719,1765
2018-08-15,Scarborough,youth,1689,2598
2018-08-15,Scarborough,co-ed,1148,2145
2018-08-15,Scarborough,family,1621,1664
2018-08-15,Etobicoke,women,977,1819
2018-08-15,Etobicoke,men,1204,1771
2018-08-15,Etobicoke,youth,1937,2232
2018-08-15,Etobicoke,co-ed,2264,2418
2018-08-15,Etobicoke,family,1114,1974
2018-08-16,Toronto,women,1961,1379
2018-08-16,Toronto,men,1220,1511
2018-08-16,Toronto,youth,1104,1483
2018-08-16,Toronto,co-ed,1287,2360
2018-08-16,Toronto,family,2579,2898
2018-08-16,North York,women,1644,2114
2018-08-16,North York,men,1720,2474
2018-08-16,North York,youth,1682,1465
2018-08-16,North York,co-ed,1197,2323
2018-08-16,North York,family,606,2337
2018-08-16,Scarborough,women,1047,2559
2018-08-16,Scarborough,men,764,2323
2018-08-16,Scarborough,youth,3485,1266
2018-08-16,Scarborough,co-ed,1010,1073
2018-08-16,Scarborough,family,2169,1422
2018-08-16,Etobicoke,women,876,1559
2018-08-16,Etobicoke,men,1584,1658
2018-08-16,Etobicoke,youth,2001,1337
2018-08-16,Etobicoke,co-ed,1548,3014
2018-08-16,Etobicoke,family,1370,1420
2018-08-17,Toronto,women,930,1286
2018-08-17,Toronto,men,1284,2204
2018-08-17,Toronto,youth,1371,1102
2018-08-17,Toronto,co-ed,930,2222
2018-08-17,Toronto,family,2532,1656
2018-08-17,North York,women,648,1333
2018-08-17,North York,men,2076,2425
2018-08-17,North York,youth,1441,1965
2018-08-17,North York,co-ed,710,2220
2018-08-17,North York,family,1152,2427
2018-08-17,Scarborough,women,1078,2409
2018-08-17,Scarborough,men,1822,1191
2018-08-17,Scarborough,youth,1662,2438
2018-08-17,Scarborough,co-ed,1690,1797
2018-08-17,Scarborough,family,1310,2501
2018-08-17,Etobicoke,women,1364,3196
2018-08-17,Etobicoke,men,1771,1944
2018-08-17,Etobicoke,youth,2158,2300
2018-08-17,Etobicoke,co-ed,1439,2835
2018-08-17,Etobicoke,family,1900,1844
2018-08-18,Toronto,women,2270,1734
2018-08-18,Toronto,men,1209,1841
2018-08-18,Toronto,youth,1538,2042
2018-08-18,Toronto,co-ed,1807,1303
2018-08-18,Toronto,family,544,2403
2018-08-18,North York,women,1096,1328
2018-08-18,North York,men,1879,1359
2018-08-18,North York,youth,1300,797
2018-08-18,North York,co-ed,1019,1070
2018-08-18,North York,family,2386,1917
2018-08-18,Scarborough,women,863,1218
2018-08-18,Scarborough,men,2174,1724
2018-08-18,Scarborough,youth,1166,2965
2018-08-18,Scarborough,co-ed,1717,2518
2018-08-18,Scarborough,family,821,1684
2018-08-18,Etobicoke,women,1657,1945
2018-08-18,Etobicoke,men,1195,1879
2018-08-18,Etobicoke,youth,1325,1476
2018-08-18,Etobicoke,co-ed,1064,2259
2018-08-18,Etobicoke,family,2490,2498
2018-08-19,Toronto,women,1009,1807
2018-08-19,Toronto,men,1803,1587
2018-08-19,Toronto,youth,2306,1551
2018-08-19,Toronto,co-ed,1640,2333
2018-08-19,Toronto,family,1530,1167
2018-08-19,North York,women,2061,1194
2018-08-19,North York,men,1477,1190
2018-08-19,North York,youth,1367,1897
2018-08-19,North York,co-ed,2112,1544
2018-08-19,North York,family,1984,1682
2018-08-19,Scarborough,women,1368,1846
2018-08-19,Scarborough,men,1634,1199
2018-08-19,Scarborough,youth,2001,2231
2018-08-19,Scarborough,co-ed,2547,1463
2018-08-19,Scarborough,family,1205,1425
2018-08-19,Etobicoke,women,1499,1224
2018-08-19,Etobicoke,men,1959,1581
2018-08-19,Etobicoke,youth,3107,1139
2018-08-19,Etobicoke,co-ed,1303,2581
2018-08-19,Etobicoke,family,1767,1690
2018-08-20,Toronto,women,1568,2280
2018-08-20,Toronto,men,2115,1473
2018-08-20,Toronto,youth,1163,1369
2018-08-20,Toronto,co-ed,1369,2308
2018-08-20,Toronto,family,1954,1643
2018-08-20,North York,women,1265,1163
2018-08-20,North York,men,1146,981
2018-08-20,North York,youth,1318,1809
2018-08-20,North York,co-ed,2913,1951
2018-08-20,North York,family,1149,1828
2018-08-20,Scarborough,women,1476,2068
2018-08-20,Scarborough,men,2134,1721
2018-08-20,Scarborough,youth,1713,1550
2018-08-20,Scarborough,co-ed,2430,2188
2018-08-20,Scarborough,family,1809,1453
2018-08-20,Etobicoke,women,2071,1987
2018-08-20,Etobicoke,men,1548,2450
2018-08-20,Etobicoke,youth,1267,962
2018-08-20,Etobicoke,co-ed,1175,1781
2018-08-20,Etobicoke,family,765,2095
2018-08-21,Toronto,women,1506,1168
2018-08-21,Toronto,men,1318,242
2018-08-21,Toronto,youth,2048,1872
2018-08-21,Toronto,co-ed,1153,2014
2018-08-21,Toronto,family,1428,1416
2018-08-21,North York,women,1448,2365
2018-08-21,North York,men,2208,1616
2018-08-21,North York,youth,1329,1770
2018-08-21,North York,co-ed,1951,2759
2018-08-21,North York,family,893,1898
2018-08-21,Scarborough,women,1901,1422
2018-08-21,Scarborough,men,1470,1745
2018-08-21,Scarborough,youth,1268,2295
2018-08-21,Scarborough,co-ed,736,2024
2018-08-21,Scarborough,family,1797,1926
2018-08-21,Etobicoke,women,1666,2123
2018-08-21,Etobicoke,men,954,2261
2018-08-21,Etobicoke,youth,1786,1653
2018-08-21,Etobicoke,co-ed,785,2636
2018-08-21,Etobicoke,family,1394,1599
2018-08-22,Toronto,women,1186,1036
2018-08-22,Toronto,men,735,592
2018-08-22,Toronto,youth,1550,1027
2018-08-22,Toronto,co-ed,1635,1829
2018-08-22,Toronto,family,1522,1696
2018-08-22,North York,women,1863,2500
2018-08-22,North York,men,1341,2147
2018-08-22,North York,youth,1301,2061
2018-08-22,North York,co-ed,722,1513
2018-08-22,North York,family,2597,1723
2018-08-22,Scarborough,women,1566,904
2018-08-22,Scarborough,men,1853,1583
2018-08-22,Scarborough,youth,695,1572
2018-08-22,Scarborough,co-ed,1902,1388
2018-08-22,Scarborough,family,1799,1696
2018-08-22,Etobicoke,women,2185,1788
2018-08-22,Etobicoke,men,1560,1850
2018-08-22,Etobicoke,youth,1736,1654
2018-08-22,Etobicoke,co-ed,1257,1302
2018-08-22,Etobicoke,family,1610,2255
2018-08-23,Toronto,women,1731,1306
2018-08-23,Toronto,men,1278,1903
2018-08-23,Toronto,youth,1131,828
2018-08-23,Toronto,co-ed,1819,2382
2018-08-23,Toronto,family,1669,1678
2018-08-23,North York,women,1500,1435
2018-08-23,North York,men,1369,902
2018-08-23,North York,youth,919,1776
2018-08-23,North York,co-ed,2045,1873
2018-08-23,North York,family,1853,1821
2018-08-23,Scarborough,women,1705,2404
2018-08-23,Scarborough,men,1138,1879
2018-08-23,Scarborough,youth,1706,2211
2018-08-23,Scarborough,co-ed,1718,2117
2018-08-23,Scarborough,family,2246,1260
2018-08-23,Etobicoke,women,718,2108
2018-08-23,Etobicoke,men,1894,1388
2018-08-23,Etobicoke,youth,1350,1928
2018-08-23,Etobicoke,co-ed,983,1252
2018-08-23,Etobicoke,family,1126,1838
2018-08-24,Toronto,women,2211,1788
2018-08-24,Toronto,men,761,2406
2018-08-24,Toronto,youth,2018,2755
2018-08-24,Toronto,co-ed,2195,2352
2018-08-24,Toronto,family,2433,2128
2018-08-24,North York,women,1242,2352
2018-08-24,North York,men,897,1346
2018-08-24,North York,youth,1674,1898
2018-08-24,North York,co-ed,894,1804
2018-08-24,North York,family,2039,1813
2018-08-24,Scarborough,women,1419,2396
2018-08-24,Scarborough,men,1190,1139
2018-08-24,Scarborough,youth,1502,1201
2018-08-24,Scarborough,co-ed,2533,1981
2018-08-24,Scarborough,family,1531,2387
2018-08-24,Etobicoke,women,1267,1761
2018-08-24,Etobicoke,men,1230,2294
2018-08-24,Etobicoke,youth,1355,855
2018-08-24,Etobicoke,co-ed,1747,1759
2018-08-24,Etobicoke,family,1626,976
2018-08-25,Toronto,women,1942,1714
2018-08-25,Toronto,men,2016,1521
2018-08-25,Toronto,youth,1816,2248
2018-08-25,Toronto,co-ed,2013,1305
2018-08-25,Toronto,family,954,2491
2018-08-25,North York,women,962,1126
2018-08-25,North York,men,1111,770
2018-08-25,North York,youth,1751,2760
2018-08-25,North York,co-ed,1629,2289
2018-08-25,North York,family,1537,1324
2018-08-25,Scarborough,women,1652,1075
2018-08-25,Scarborough,men,1739,2222
2018-08-25,Scarborough,youth,958,1907
2018-08-25,Scarborough,co-ed,1376,1712
2018-08-25,Scarborough,family,2052,2407
2018-08-25,Etobicoke,women,1385,806
2018-08-25,Etobicoke,men,1067,1912
2018-08-25,Etobicoke,youth,1059,2474
2018-08-25,Etobicoke,co-ed,1949,1486
2018-08-25,Etobicoke,family,1942,1513
2018-08-26,Toronto,women,477,1491
2018-08-26,Toronto,men,1573,1637
2018-08-26,Toronto,youth,1623,1772
2018-08-26,Toronto,co-ed,1892,957
2018-08-26,Toronto,family,1493,1318
2018-08-26,North York,women,1077,1465
2018-08-26,North York,men,839,1568
2018-08-26,North York,youth,1642,2582
2018-08-26,North York,co-ed,1542,2048
2018-08-26,North York,family,2554,1087
2018-08-26,Scarborough,women,1743,1254
2018-08-26,Scarborough,men,995,2090
2018-08-26,Scarborough,youth,1284,1764
2018-08-26,Scarborough,co-ed,1698,2404
2018-08-26,Scarborough,family,923,2259
2018-08-26,Etobicoke,women,1733,1984
2018-08-26,Etobicoke,men,1921,1517
2018-08-26,Etobicoke,youth,1821,770
2018-08-26,Etobicoke,co-ed,1608,2297
2018-08-26,Etobicoke,family,2088,1315
2018-08-27,Toronto,women,1701,1218
2018-08-27,Toronto,men,1628,2562
2018-08-27,Toronto,youth,823,1556
2018-08-27,Toronto,co-ed,1418,1312
2018-08-27,Toronto,family,1021,1164
2018-08-27,North York,women,1289,2038
2018-08-27,North York,men,643,1850
2018-08-27,North York,youth,1492,964
2018-08-27,North York,co-ed,1831,1427
2018-08-27,North York,family,892,1546
2018-08-27,Scarborough,women,1241,1611
2018-08-27,Scarborough,men,1516,1595
2018-08-27,Scarborough,youth,2400,1854
2018-08-27,Scarborough,co-ed,1419,1034
2018-08-27,Scarborough,family,386,2466
2018-08-27,Etobicoke,women,1037,2069
2018-08-27,Etobicoke,men,1492,1482
2018-08-27,Etobicoke,youth,1776,1256
2018-08-27,Etobicoke,co-ed,1105,1500
2018-08-27,Etobicoke,family,1933,2020
2018-08-28,Toronto,women,1223,1364
2018-08-28,Toronto,men,861,1412
2018-08-28,Toronto,youth,875,984
2018-08-28,Toronto,co-ed,1362,1693
2018-08-28,Toronto,family,991,1679
2018-08-28,North York,women,2640,1260
2018-08-28,North York,men,1105,1969
2018-08-28,North York,youth,1571,2210
2018-08-28,North York,co-ed,1748,1403
2018-08-28,North York,family,394,2345
2018-08-28,Scarborough,women,1763,1276
2018-08-28,Scarborough,men,1893,1076
2018-08-28,Scarborough,youth,1229,1603
2018-08-28,Scarborough,co-ed,1517,1831
2018-08-28,Scarborough,family,2463,2103
2018-08-28,Etobicoke,women,1354,2259
2018-08-28,Etobicoke,men,1244,2969
2018-08-28,Etobicoke,youth,1776,1822
2018-08-28,Etobicoke,co-ed,1933,1846
2018-08-28,Etobicoke,family,2113,1942
2018-08-29,Toronto,women,1540,1759
2018-08-29,Toronto,men,1902,1882
2018-08-29,Toronto,youth,2010,1378
2018-08-29,Toronto,co-ed,893,1657
2018-08-29,Toronto,family,1837,2431
2018-08-29,North York,women,1278,1993
2018-08-29,North York,men,1085,2438
2018-08-29,North York,youth,2253,1778
2018-08-29,North York,co-ed,2233,2436
2018-08-29,North York,family,962,2242
2018-08-29,Scarborough,women,1802,2588
2018-08-29,Scarborough,men,745,2293
2018-08-29,Scarborough,youth,1075,2643
2018-08-29,Scarborough,co-ed,1615,1138
2018-08-29,Scarborough,family,1627,1474
2018-08-29,Etobicoke,women,1675,2000
2018-08-29,Etobicoke,men,1480,1721
2018-08-29,Etobicoke,youth,1940,1429
2018-08-29,Etobicoke,co-ed,2178,1706
2018-08-29,Etobicoke,family,2238,2467
2018-08-30,Toronto,women,1972,1381
2018-08-30,Toronto,men,736,2385
2018-08-30,Toronto,youth,1264,1948
2018-08-30,Toronto,co-ed,2225,1727
2018-08-30,Toronto,family,1892,2772
2018-08-30,North York,women,1208,2094
2018-08-30,North York,men,1630,828
2018-08-30,North York,youth,2204,2038
2018-08-30,North York,co-ed,1303,2130
2018-08-30,North York,family,646,1460
2018-08-30,Scarborough,women,1607,1450
2018-08-30,Scarborough,men,1918,1967
2018-08-30,Scarborough,youth,1929,822
2018-08-30,Scarborough,co-ed,2309,1814
2018-08-30,Scarborough,family,1922,893
2018-08-30,Etobicoke,women,1560,1251
2018-08-30,Etobicoke,men,1975,2113
2018-08-30,Etobicoke,youth,1272,1304
2018-08-30,Etobicoke,co-ed,1743,2311
2018-08-30,Etobicoke,family,1515,2794
2018-08-31,Toronto,women,1146,1793
2018-08-31,Toronto,men,1825,1981
2018-08-31,Toronto,youth,2152,2271
2018-08-31,Toronto,co-ed,2000,2069
2018-08-31,Toronto,family,1495,2445
2018-08-31,North York,women,2613,2076
2018-08-31,North York,men,2137,2414
2018-08-31,North York,youth,1635,1538
2018-08-31,North York,co-ed,1386,1498
2018-08-31,North York,family,2350,1572
2018-08-31,Scarborough,women,1191,1928
2018-08-31,Scarborough,men,1634,2001
2018-08-31,Scarborough,youth,1149,1879
2018-08-31,Scarborough,co-ed,1792,879
2018-08-31,Scarborough,family,2080,1546
2018-08-31,Etobicoke,women,1701,2957
2018-08-31,Etobicoke,men,1181,2273
2018-08-31,Etobicoke,youth,1386,1558
2018-08-31,Etobicoke,co-ed,2442,1398
2018-08-31,Etobicoke,family,1487,1728
2018-09-01,Toronto,women,739,1945
2018-09-01,Toronto,men,1552,1625
2018-09-01,Toronto,youth,1986,2002
2018-09-01,Toronto,co-ed,1740,885
2018-09-01,Toronto,family,1556,2407
2018-09-01,North York,women,1840,2295
2018-09-01,North York,men,1805,1144
2018-09-01,North York,youth,2719,2121
2018-09-01,North York,co-ed,2035,417
2018-09-01,North York,family,1190,2467
2018-09-01,Scarborough,women,1133,2061
2018-09-01,Scarborough,men,1975,1636
2018-09-01,Scarborough,youth,1644,2713
2018-09-01,Scarborough,co-ed,2022,2058
2018-09-01,Scarborough,family,1372,2690
2018-09-01,Etobicoke,women,1280,1305
2018-09-01,Etobicoke,men,1113,1610
2018-09-01,Etobicoke,youth,1982,2109
2018-09-01,Etobicoke,co-ed,541,1745
2018-09-01,Etobicoke,family,2399,1664
2018-09-02,Toronto,women,2554,2531
2018-09-02,Toronto,men,2056,2457
2018-09-02,Toronto,youth,1778,2654
2018-09-02,Toronto,co-ed,2588,1693
2018-09-02,Toronto,family,429,1702
2018-09-02,North York,women,2657,1940
2018-09-02,North York,men,1493,1642
2018-09-02,North York,youth,525,1862
2018-09-02,North York,co-ed,2174,2077
2018-09-02,North York,family,1607,1283
2018-09-02,Scarborough,women,1789,1968
2018-09-02,Scarborough,men,2254,1769
2018-09-02,Scarborough,youth,2198,2263
2018-09-02,Scarborough,co-ed,2361,1942
2018-09-02,Scarborough,family,1790,2722
2018-09-02,Etobicoke,women,738,1535
2018-09-02,Etobicoke,men,1719,1927
2018-09-02,Etobicoke,youth,1379,2140
2018-09-02,Etobicoke,co-ed,1393,1999
2018-09-02,Etobicoke,family,2188,1710
2018-09-03,Toronto,women,1085,1769
2018-09-03,Toronto,men,1726,1938
2018-09-03,Toronto,youth,1504,1596
2018-09-03,Toronto,co-ed,1616,757
2018-09-03,Toronto,family,1103,1997
2018-09-03,North York,women,1718,2358
2018-09-03,North York,men,1546,2503
2018-09-03,North York,youth,2022,1467
2018-09-03,North York,co-ed,636,2160
2018-09-03,North York,family,1272,3017
2018-09-03,Scarborough,women,1411,1687
2018-09-03,Scarborough,men,2145,1828
2018-09-03,Scarborough,youth,599,1742
2018-09-03,Scarborough,co-ed,1686,1614
2018-09-03,Scarborough,family,1757,1897
2018-09-03,Etobicoke,women,1158,573
2018-09-03,Etobicoke,men,1704,1704
2018-09-03,Etobicoke,youth,1344,2556
2018-09-03,Etobicoke,co-ed,2046,2175
2018-09-03,Etobicoke,family,1107,2366
2018-09-04,Toronto,women,1931,1679
2018-09-04,Toronto,men,1479,1940
2018-09-04,Toronto,youth,2020,1696
2018-09-04,Toronto,co-ed,967,1457
2018-09-04,Toronto,family,2363,1863
2018-09-04,North York,women,1985,1477
2018-09-04,North York,men,2249,1464
2018-09-04,North York,youth,1722,373
2018-09-04,North York,co-ed,1422,1606
2018-09-04,North York,family,2072,1160
2018-09-04,Scarborough,women,2010,1490
2018-09-04,Scarborough,men,1932,1998
2018-09-04,Scarborough,youth,1344,1473
2018-09-04,Scarborough,co-ed,1253,1571
2018-09-04,Scarborough,family,2107,1700
2018-09-04,Etobicoke,women,1691,2256
2018-09-04,Etobicoke,men,1299,1597
2018-09-04,Etobicoke,youth,1405,1803
